id_factura,fecha_emision,hora_emision,cantidad,precio_unitario,metodo_pago,subtotal,iva,id_cliente,id_vendedor,id_carro,total,estado
525,2025-07-28,00:00:00,1,159178619,Contado,179339603,0.19,243,28,134,213414127.57,Pendiente
526,2023-06-29,00:00:00,1,352784145,Contado,150824811,0.19,425,1,84,179481525.09,Pagada
527,2018-08-29,00:00:00,1,326511991,Crédito,31152928,0.19,450,8,100,37071984.32,Cancelada
528,2023-06-10,00:00:00,1,438513876,Crédito,480383633,0.19,214,3,103,571656523.27,Cancelada
529,2021-05-16,00:00:00,1,227009349,Contado,348683384,0.19,476,36,73,414933226.96,Pagada
530,2011-06-23,00:00:00,1,118325220,Contado,279455368,0.19,238,4,103,332551887.91999996,Cancelada
531,2016-04-30,00:00:00,1,407494105,Crédito,469860630,0.19,469,50,80,559134149.6999999,Cancelada
532,2025-04-15,00:00:00,1,180037678,Transferencia,255659429,0.19,453,8,31,304234720.51,Cancelada
533,2010-01-03,00:00:00,1,329528314,Contado,242546867,0.19,312,33,112,288630771.72999996,Cancelada
534,2013-07-30,00:00:00,1,320486948,Crédito,318673287,0.19,293,8,34,379221211.53,Cancelada
535,2011-07-15,00:00:00,1,328833233,Transferencia,315937285,0.19,119,3,56,375965369.15,Pendiente
536,2019-03-19,00:00:00,1,518570406,Contado,324988689,0.19,473,14,76,386736539.90999997,Pendiente
537,2010-01-18,00:00:00,1,118325220,Crédito,123207586,0.19,162,2,47,146617027.34,Cancelada
538,2023-05-21,00:00:00,1,205190196,Transferencia,241364528,0.19,428,48,29,287223788.32,Pendiente
539,2021-11-15,00:00:00,1,296162991,Transferencia,119889148,0.19,303,27,37,142668086.12,Cancelada
540,2015-08-04,00:00:00,1,420225663,Transferencia,475215409,0.19,115,36,112,565506336.7099999,Pendiente
541,2025-01-13,00:00:00,1,300957844,Transferencia,298405892,0.19,231,15,38,355103011.47999996,Cancelada
542,2022-01-08,00:00:00,1,305748644,Contado,331865959,0.19,136,7,46,394920491.21,Pagada
543,2009-05-06,00:00:00,1,320839135,Crédito,234542655,0.19,154,29,20,279105759.45,Pendiente
544,2009-05-04,00:00:00,1,249260601,Contado,356755021,0.19,457,26,50,424538474.99,Pendiente
545,2015-12-22,00:00:00,1,154502631,Crédito,328946049,0.19,334,18,47,391445798.31,Pendiente
546,2022-06-16,00:00:00,1,336206761,Contado,497065712,0.19,437,49,5,591508197.28,Pagada
547,2011-06-14,00:00:00,1,140064881,Transferencia,227824766,0.19,20,6,79,271111471.53999996,Cancelada
548,2023-09-24,00:00:00,1,187740075,Contado,420931321,0.19,419,32,17,500908271.98999995,Pagada
549,2020-01-11,00:00:00,1,22512965,Contado,160387599,0.19,118,11,12,190861242.81,Pagada
550,2025-10-01,00:00:00,1,342158763,Crédito,399431331,0.19,343,28,73,475323283.89,Pendiente
551,2010-05-29,00:00:00,1,226927318,Crédito,447777306,0.19,464,34,42,532854994.14,Cancelada
552,2010-10-27,00:00:00,1,328833233,Contado,215404327,0.19,297,3,65,256331149.13,Cancelada
553,2018-12-10,00:00:00,1,172431016,Transferencia,451336094,0.19,131,35,137,537089951.86,Pendiente
554,2013-03-21,00:00:00,1,328833233,Transferencia,450423004,0.19,203,1,56,536003374.76,Pendiente
555,2015-02-07,00:00:00,1,125324651,Crédito,161496269,0.19,136,34,29,192180560.10999998,Cancelada
556,2020-07-10,00:00:00,1,328833233,Contado,251560317,0.19,3,7,73,299356777.22999996,Cancelada
557,2025-09-07,00:00:00,1,101500954,Transferencia,218764915,0.19,272,47,125,260330248.85,Cancelada
558,2022-06-16,00:00:00,1,495127528,Transferencia,215697245,0.19,118,43,131,256679721.54999998,Pendiente
559,2024-12-20,00:00:00,1,63800302,Contado,146006723,0.19,21,24,29,173748000.37,Pendiente
560,2015-10-16,00:00:00,1,281535042,Transferencia,191881759,0.19,114,29,24,228339293.20999998,Cancelada
561,2017-11-02,00:00:00,1,227009349,Crédito,310108457,0.19,488,7,121,369029063.83,Pagada
562,2024-06-11,00:00:00,1,330746768,Crédito,211702738,0.19,421,10,115,251926258.22,Pendiente
563,2012-04-29,00:00:00,1,227893623,Transferencia,61360774,0.19,231,38,40,73019321.06,Cancelada
564,2008-06-23,00:00:00,1,78565715,Crédito,392158415,0.19,123,2,105,466668513.84999996,Pendiente
565,2023-06-17,00:00:00,1,187740075,Contado,92205273,0.19,204,47,72,109724274.86999999,Pagada
566,2016-06-21,00:00:00,1,438513876,Transferencia,192691267,0.19,2,7,135,229302607.73,Pagada
567,2016-01-13,00:00:00,1,407494105,Transferencia,481679294,0.19,221,22,25,573198359.86,Pagada
568,2024-03-31,00:00:00,1,22512965,Transferencia,464232703,0.19,25,46,42,552436916.5699999,Cancelada
569,2011-01-08,00:00:00,1,66732227,Contado,397116821,0.19,491,4,132,472569016.98999995,Cancelada
570,2013-08-15,00:00:00,1,250693250,Contado,152550932,0.19,39,30,51,181535609.07999998,Pendiente
571,2008-11-19,00:00:00,1,160850524,Transferencia,447111454,0.19,411,6,29,532062630.26,Pendiente
572,2018-11-19,00:00:00,1,118325220,Crédito,308984417,0.19,412,13,6,367691456.22999996,Cancelada
573,2023-11-06,00:00:00,1,303883128,Contado,330825963,0.19,141,33,15,393682895.96999997,Pagada
574,2017-10-24,00:00:00,1,20279166,Transferencia,89130011,0.19,275,3,57,106064713.08999999,Cancelada
575,2020-07-15,00:00:00,1,191506783,Contado,71873223,0.19,417,27,111,85529135.36999999,Pendiente
576,2014-08-11,00:00:00,1,518570406,Contado,441024159,0.19,461,29,109,524818749.21,Pagada
577,2020-03-04,00:00:00,1,66732227,Crédito,292437202,0.19,280,7,105,348000270.38,Pagada
578,2023-08-20,00:00:00,1,391914029,Transferencia,400294613,0.19,482,16,6,476350589.46999997,Cancelada
579,2018-12-28,00:00:00,1,101500954,Contado,275409736,0.19,214,4,44,327737585.84,Pagada
580,2012-04-03,00:00:00,1,288850118,Contado,307419164,0.19,9,30,1,365828805.15999997,Cancelada
581,2020-09-16,00:00:00,1,235111739,Contado,188300863,0.19,257,46,16,224078026.97,Pagada
582,2012-03-08,00:00:00,1,156628199,Transferencia,76268162,0.19,445,15,2,90759112.78,Pagada
583,2020-03-11,00:00:00,1,61438545,Transferencia,453390959,0.19,488,22,90,539535241.2099999,Pagada
584,2015-10-19,00:00:00,1,230356642,Crédito,463613083,0.19,376,6,51,551699568.77,Cancelada
585,2015-04-05,00:00:00,1,300957844,Transferencia,344319203,0.19,407,4,42,409739851.57,Pendiente
586,2024-06-04,00:00:00,1,406577928,Transferencia,142312304,0.19,393,19,87,169351641.76,Pendiente
587,2018-07-04,00:00:00,1,187740075,Transferencia,406604096,0.19,328,24,50,483858874.23999995,Pendiente
588,2014-03-05,00:00:00,1,371937718,Transferencia,207015108,0.19,404,34,102,246347978.51999998,Pagada
589,2021-06-05,00:00:00,1,518570406,Transferencia,405239524,0.19,157,18,49,482235033.56,Pagada
590,2020-06-08,00:00:00,1,303883128,Contado,396960949,0.19,394,32,25,472383529.31,Pagada
591,2011-08-06,00:00:00,1,289577866,Crédito,366263461,0.19,308,20,1,435853518.59,Pagada
592,2009-07-18,00:00:00,1,408770151,Transferencia,317465583,0.19,340,13,83,377784043.77,Cancelada
593,2019-11-30,00:00:00,1,123615328,Contado,460812643,0.19,27,26,12,548367045.17,Cancelada
594,2011-06-23,00:00:00,1,146188837,Transferencia,140239650,0.19,255,12,84,166885183.5,Cancelada
595,2018-01-29,00:00:00,1,230356642,Transferencia,269798753,0.19,298,8,46,321060516.07,Cancelada
596,2014-08-19,00:00:00,1,371022414,Contado,164489915,0.19,110,46,70,195742998.85,Pendiente
597,2013-11-27,00:00:00,1,420225663,Transferencia,328303035,0.19,274,13,63,390680611.65,Pagada
598,2020-02-23,00:00:00,1,54822142,Transferencia,469153404,0.19,339,2,136,558292550.76,Cancelada
599,2016-03-26,00:00:00,1,219244721,Contado,48562313,0.19,283,2,61,57789152.47,Pagada
600,2018-03-08,00:00:00,1,392216717,Crédito,267088860,0.19,148,37,1,317835743.4,Pagada
601,2008-01-06,00:00:00,1,187740075,Crédito,352218911,0.19,400,28,91,419140504.09,Cancelada
602,2025-05-27,00:00:00,1,22512965,Crédito,255080178,0.19,60,12,42,303545411.82,Pendiente
603,2022-04-23,00:00:00,1,159178619,Transferencia,286896219,0.19,438,23,107,341406500.61,Pendiente
604,2019-05-07,00:00:00,1,88508120,Crédito,337324493,0.19,121,35,44,401416146.66999996,Pendiente
605,2016-07-02,00:00:00,1,289577866,Crédito,254174639,0.19,474,34,16,302467820.40999997,Pagada
606,2024-06-15,00:00:00,1,176849601,Crédito,54712869,0.19,200,44,16,65108314.11,Pagada
607,2012-02-28,00:00:00,1,281535042,Transferencia,111988099,0.19,288,23,116,133265837.80999999,Cancelada
608,2008-06-02,00:00:00,1,31145185,Crédito,31872998,0.19,372,29,102,37928867.62,Pagada
609,2021-11-24,00:00:00,1,308990038,Contado,320625553,0.19,169,28,137,381544408.07,Pendiente
610,2016-03-01,00:00:00,1,31145185,Transferencia,260769571,0.19,91,46,111,310315789.49,Pagada
611,2025-05-28,00:00:00,1,54822142,Contado,320108713,0.19,280,28,42,380929368.46999997,Pagada
612,2021-11-28,00:00:00,1,371022414,Contado,369115114,0.19,336,39,118,439246985.65999997,Pendiente
613,2013-05-10,00:00:00,1,368797572,Crédito,50894645,0.19,103,17,112,60564627.55,Pendiente
614,2015-03-12,00:00:00,1,91619448,Transferencia,206617993,0.19,8,32,63,245875411.67,Pendiente
615,2024-03-03,00:00:00,1,227893623,Crédito,275886872,0.19,351,2,59,328305377.68,Cancelada
616,2009-06-02,00:00:00,1,156628199,Crédito,485776935,0.19,220,14,46,578074552.65,Cancelada
617,2022-10-06,00:00:00,1,140064881,Crédito,399196765,0.19,41,8,53,475044150.34999996,Cancelada
618,2020-02-02,00:00:00,1,407494105,Transferencia,99392538,0.19,169,36,129,118277120.22,Pagada
619,2016-09-09,00:00:00,1,362854014,Contado,54239927,0.19,332,1,99,64545513.129999995,Pendiente
620,2012-04-04,00:00:00,1,52991391,Contado,386149727,0.19,126,22,53,459518175.13,Pagada
621,2019-10-03,00:00:00,1,317698399,Crédito,210273641,0.19,485,13,55,250225632.79,Pendiente
622,2023-04-28,00:00:00,1,328833233,Crédito,55118205,0.19,246,43,124,65590663.949999996,Pendiente
623,2019-02-27,00:00:00,1,308990038,Transferencia,405939746,0.19,11,50,105,483068297.73999995,Pagada
624,2025-03-04,00:00:00,1,133371257,Contado,168224892,0.19,51,13,22,200187621.48,Cancelada
625,2020-05-14,00:00:00,1,229239675,Crédito,325884151,0.19,67,39,130,387802139.69,Cancelada
626,2011-06-16,00:00:00,1,158112879,Crédito,155297950,0.19,477,26,87,184804560.5,Pagada
627,2021-10-01,00:00:00,1,78565715,Transferencia,410713445,0.19,384,11,30,488748999.54999995,Pagada
628,2014-05-08,00:00:00,1,248783370,Crédito,34805272,0.19,375,29,104,41418273.68,Cancelada
629,2015-03-27,00:00:00,1,125324651,Contado,403117627,0.19,133,17,46,479709976.13,Cancelada
630,2017-03-11,00:00:00,1,336206761,Contado,340908420,0.19,87,28,102,405681019.79999995,Pendiente
631,2022-05-17,00:00:00,1,176849601,Transferencia,283501513,0.19,337,26,117,337366800.46999997,Cancelada
632,2015-03-23,00:00:00,1,391914029,Transferencia,251300110,0.19,150,28,27,299047130.9,Pagada
633,2010-06-23,00:00:00,1,132040572,Crédito,398074062,0.19,344,10,64,473708133.78,Pagada
634,2010-02-27,00:00:00,1,268558652,Crédito,430365439,0.19,132,6,112,512134872.40999997,Pagada
635,2019-09-26,00:00:00,1,299617790,Contado,91595378,0.19,213,23,79,108998499.82,Pagada
636,2022-10-11,00:00:00,1,336206761,Crédito,232732961,0.19,83,38,28,276952223.59,Cancelada
637,2009-06-30,00:00:00,1,185466977,Transferencia,135536840,0.19,464,5,1,161288839.6,Pagada
638,2008-12-24,00:00:00,1,288850118,Contado,375301612,0.19,219,34,20,446608918.28,Pagada
639,2010-11-29,00:00:00,1,336206761,Contado,262725633,0.19,105,16,49,312643503.27,Cancelada
640,2012-01-03,00:00:00,1,180037678,Crédito,186336179,0.19,374,9,40,221740053.01,Pagada
641,2008-09-13,00:00:00,1,52991391,Transferencia,309048988,0.19,84,45,130,367768295.71999997,Pendiente
642,2012-07-13,00:00:00,1,211082584,Transferencia,394309604,0.19,186,31,41,469228428.76,Cancelada
643,2010-05-26,00:00:00,1,371937718,Transferencia,382209422,0.19,50,2,52,454829212.18,Pagada
644,2018-11-20,00:00:00,1,54822142,Crédito,183563665,0.19,392,3,58,218440761.35,Pagada
645,2012-04-18,00:00:00,1,342158763,Crédito,197453686,0.19,478,4,40,234969886.34,Pendiente
646,2010-03-19,00:00:00,1,320486948,Contado,144857032,0.19,148,18,26,172379868.07999998,Cancelada
647,2008-09-17,00:00:00,1,288850118,Contado,325939843,0.19,159,26,131,387868413.16999996,Pagada
648,2020-10-21,00:00:00,1,379016286,Contado,448646510,0.19,278,27,58,533889346.9,Pagada
649,2022-05-24,00:00:00,1,392216717,Transferencia,490282114,0.19,355,28,90,583435715.66,Pagada
650,2016-09-18,00:00:00,1,329528314,Contado,292706224,0.19,281,7,48,348320406.56,Cancelada
651,2022-10-03,00:00:00,1,512951021,Crédito,238582699,0.19,328,20,119,283913411.81,Pendiente
652,2018-12-27,00:00:00,1,249260601,Crédito,97434539,0.19,36,22,17,115947101.41,Pendiente
653,2019-10-17,00:00:00,1,235193737,Transferencia,431404313,0.19,40,41,136,513371132.46999997,Pagada
654,2021-12-29,00:00:00,1,247393456,Crédito,309702314,0.19,80,38,123,368545753.65999997,Pagada
655,2023-09-24,00:00:00,1,420225663,Contado,385781819,0.19,448,2,84,459080364.60999995,Pendiente
656,2021-03-28,00:00:00,1,391914029,Transferencia,335074752,0.19,63,49,6,398738954.88,Pendiente
657,2013-09-27,00:00:00,1,187740075,Crédito,188823671,0.19,437,5,104,224700168.48999998,Cancelada
658,2009-02-06,00:00:00,1,363562713,Crédito,483176831,0.19,480,8,124,574980428.89,Pagada
659,2016-03-20,00:00:00,1,296162991,Transferencia,23637483,0.19,2,4,127,28128604.77,Cancelada
660,2012-12-13,00:00:00,1,438513876,Crédito,347273522,0.19,489,29,99,413255491.18,Cancelada
661,2021-08-03,00:00:00,1,133371257,Transferencia,48438545,0.19,123,38,25,57641868.55,Cancelada
662,2024-02-06,00:00:00,1,20279166,Transferencia,402313137,0.19,34,32,12,478752633.03,Pagada
663,2009-08-03,00:00:00,1,288850118,Crédito,425051022,0.19,399,43,109,505810716.17999995,Cancelada
664,2008-04-17,00:00:00,1,348439940,Crédito,212387430,0.19,395,30,95,252741041.7,Pagada
665,2012-09-05,00:00:00,1,312835570,Crédito,335383568,0.19,407,8,43,399106445.91999996,Cancelada
666,2022-09-15,00:00:00,1,78565715,Crédito,84254524,0.19,389,17,2,100262883.56,Pendiente
667,2019-01-08,00:00:00,1,92394484,Crédito,435871438,0.19,484,3,138,518687011.21999997,Pendiente
668,2009-10-17,00:00:00,1,187740075,Contado,58125024,0.19,139,2,134,69168778.56,Pendiente
669,2018-07-01,00:00:00,1,371937718,Contado,349558456,0.19,495,48,26,415974562.64,Pagada
670,2025-12-18,00:00:00,1,296162991,Transferencia,54160416,0.19,92,42,69,64450895.04,Pendiente
671,2022-05-01,00:00:00,1,248783370,Transferencia,304419165,0.19,59,17,64,362258806.34999996,Pendiente
672,2009-05-12,00:00:00,1,63800302,Crédito,242109637,0.19,392,38,20,288110468.03,Cancelada
673,2016-02-04,00:00:00,1,462969518,Contado,412119963,0.19,232,16,33,490422755.96999997,Pendiente
674,2020-07-07,00:00:00,1,362854014,Crédito,106547467,0.19,173,35,120,126791485.72999999,Pagada
675,2024-09-03,00:00:00,1,235193737,Transferencia,413288188,0.19,63,50,114,491812943.71999997,Pendiente
676,2017-04-30,00:00:00,1,302279879,Transferencia,124485261,0.19,257,36,105,148137460.59,Pagada
677,2016-04-11,00:00:00,1,486592738,Transferencia,153573230,0.19,393,5,30,182752143.7,Pendiente
678,2025-10-24,00:00:00,1,363108940,Transferencia,342941524,0.19,428,46,118,408100413.56,Pendiente
679,2023-11-21,00:00:00,1,132040572,Transferencia,435395384,0.19,400,37,129,518120506.96,Pendiente
680,2009-04-22,00:00:00,1,44470638,Contado,427388920,0.19,274,49,29,508592814.79999995,Cancelada
681,2021-11-01,00:00:00,1,371937718,Crédito,116282866,0.19,239,45,91,138376610.54,Cancelada
682,2013-12-17,00:00:00,1,292689425,Crédito,468684180,0.19,262,46,108,557734174.1999999,Cancelada
683,2019-11-12,00:00:00,1,320486948,Transferencia,117301462,0.19,63,41,137,139588739.78,Cancelada
684,2008-11-29,00:00:00,1,326511991,Contado,35831011,0.19,247,45,64,42638903.089999996,Pagada
685,2024-06-20,00:00:00,1,154502631,Transferencia,368647734,0.19,343,18,77,438690803.46,Pagada
686,2009-07-30,00:00:00,1,44470638,Contado,285737706,0.19,315,37,90,340027870.14,Cancelada
687,2014-10-25,00:00:00,1,475796479,Contado,411200180,0.19,143,1,128,489328214.2,Pagada
688,2009-09-30,00:00:00,1,312835570,Transferencia,84156126,0.19,403,21,46,100145789.94,Pagada
689,2012-11-03,00:00:00,1,156628199,Transferencia,198128463,0.19,43,16,5,235772870.97,Pagada
690,2019-08-26,00:00:00,1,330746768,Crédito,67838274,0.19,183,43,39,80727546.06,Pagada
691,2010-03-06,00:00:00,1,172431016,Crédito,70552531,0.19,404,46,101,83957511.89,Cancelada
692,2010-04-09,00:00:00,1,180037678,Contado,236657094,0.19,48,5,97,281621941.86,Pendiente
693,2024-04-06,00:00:00,1,160850524,Contado,328165453,0.19,181,21,95,390516889.07,Pendiente
694,2013-03-07,00:00:00,1,495127528,Transferencia,396308178,0.19,91,12,103,471606731.82,Pagada
695,2019-12-04,00:00:00,1,305748644,Contado,387946120,0.19,199,3,137,461655882.79999995,Pagada
696,2016-08-22,00:00:00,1,226927318,Crédito,228011247,0.19,413,17,99,271333383.93,Cancelada
697,2012-04-01,00:00:00,1,248783370,Transferencia,452134886,0.19,97,40,44,538040514.34,Pagada
698,2012-05-01,00:00:00,1,360711708,Crédito,238814724,0.19,280,39,91,284189521.56,Pagada
699,2019-10-20,00:00:00,1,257467980,Crédito,224703890,0.19,484,33,25,267397629.1,Pendiente
700,2022-09-25,00:00:00,1,300957844,Transferencia,393884987,0.19,129,3,36,468723134.53,Cancelada
701,2013-07-30,00:00:00,1,462969518,Contado,274695621,0.19,372,38,83,326887788.99,Cancelada
702,2020-10-13,00:00:00,1,172431016,Crédito,94361721,0.19,10,20,115,112290447.99,Pagada
703,2022-01-09,00:00:00,1,159178619,Crédito,474872224,0.19,467,42,53,565097946.56,Pagada
704,2012-01-05,00:00:00,1,330746768,Contado,204305283,0.19,468,39,79,243123286.76999998,Pendiente
705,2020-07-10,00:00:00,1,66732227,Crédito,118241792,0.19,318,32,130,140707732.48,Pendiente
706,2024-10-20,00:00:00,1,154502631,Crédito,71466218,0.19,412,26,42,85044799.42,Pendiente
707,2020-07-08,00:00:00,1,79588311,Transferencia,187071750,0.19,497,39,88,222615382.5,Pendiente
708,2017-04-24,00:00:00,1,63800302,Transferencia,210673438,0.19,407,34,84,250701391.22,Pagada
709,2024-09-25,00:00:00,1,326511991,Contado,115246778,0.19,393,32,58,137143665.82,Pagada
710,2010-05-14,00:00:00,1,352423421,Crédito,399708907,0.19,45,41,70,475653599.33,Pagada
711,2025-03-09,00:00:00,1,250693250,Crédito,251048243,0.19,33,15,112,298747409.16999996,Pendiente
712,2022-04-28,00:00:00,1,211082584,Contado,491944179,0.19,84,42,3,585413573.01,Cancelada
713,2020-12-06,00:00:00,1,320486948,Contado,155299057,0.19,75,5,114,184805877.82999998,Cancelada
714,2016-01-11,00:00:00,1,66732227,Contado,288264636,0.19,176,13,77,343034916.84,Cancelada
715,2023-02-16,00:00:00,1,352423421,Transferencia,68712711,0.19,83,30,35,81768126.09,Pagada
716,2018-04-15,00:00:00,1,169954312,Contado,119088322,0.19,268,38,6,141715103.18,Pendiente
717,2023-10-04,00:00:00,1,159178619,Crédito,159857862,0.19,418,29,114,190230855.78,Pendiente
718,2022-12-02,00:00:00,1,312835570,Crédito,235514886,0.19,354,44,69,280262714.34,Pendiente
719,2017-07-30,00:00:00,1,226927318,Contado,127700220,0.19,274,8,122,151963261.79999998,Cancelada
720,2010-05-02,00:00:00,1,332161682,Crédito,141676534,0.19,100,27,37,168595075.45999998,Pendiente
721,2011-09-28,00:00:00,1,249260601,Transferencia,208549430,0.19,246,25,106,248173821.7,Pagada
722,2025-10-09,00:00:00,1,406577928,Transferencia,367476420,0.19,474,39,109,437296939.79999995,Pendiente
723,2012-01-17,00:00:00,1,200848895,Crédito,359843223,0.19,388,36,78,428213435.37,Pagada
724,2020-05-02,00:00:00,1,257467980,Transferencia,63791703,0.19,324,48,17,75912126.57,Pagada
725,2017-01-02,00:00:00,1,408770151,Transferencia,202385879,0.19,180,19,113,240839196.01,Cancelada
726,2019-04-27,00:00:00,1,338759537,Transferencia,262519348,0.19,16,7,102,312398024.12,Pendiente
727,2015-07-27,00:00:00,1,81504504,Contado,423627813,0.19,175,27,125,504117097.46999997,Pagada
728,2022-09-30,00:00:00,1,99304145,Contado,70480837,0.19,437,25,6,83872196.03,Pagada
729,2011-07-19,00:00:00,1,126806143,Transferencia,301249101,0.19,200,7,1,358486430.19,Pendiente
730,2019-12-22,00:00:00,1,257467980,Crédito,158388048,0.19,406,10,118,188481777.12,Pagada
731,2021-06-15,00:00:00,1,133371257,Transferencia,30952575,0.19,388,14,79,36833564.25,Pendiente
732,2017-12-08,00:00:00,1,54822142,Transferencia,492071270,0.19,222,32,128,585564811.3,Cancelada
733,2015-11-26,00:00:00,1,118325220,Crédito,345429364,0.19,54,19,66,411060943.15999997,Pendiente
734,2015-01-25,00:00:00,1,292689425,Transferencia,52695912,0.19,414,4,91,62708135.279999994,Pagada
735,2020-05-03,00:00:00,1,308990038,Contado,319106025,0.19,263,32,73,379736169.75,Cancelada
736,2015-04-13,00:00:00,1,52029386,Contado,51753874,0.19,398,31,104,61587110.059999995,Cancelada
737,2016-05-03,00:00:00,1,159178619,Transferencia,386527186,0.19,416,37,71,459967351.34,Pendiente
738,2017-03-31,00:00:00,1,227009349,Crédito,220331761,0.19,207,18,20,262194795.58999997,Pagada
739,2025-02-20,00:00:00,1,288850118,Crédito,71265976,0.19,109,16,131,84806511.44,Cancelada
740,2022-03-15,00:00:00,1,268558652,Contado,110469788,0.19,86,15,50,131459047.72,Pendiente
741,2017-08-28,00:00:00,1,495127528,Contado,20928193,0.19,98,12,130,24904549.669999998,Pagada
742,2024-04-12,00:00:00,1,92394484,Contado,304069658,0.19,318,49,78,361842893.02,Cancelada
743,2015-04-03,00:00:00,1,308990038,Crédito,26753020,0.19,327,21,29,31836093.799999997,Pagada
744,2021-08-24,00:00:00,1,288850118,Contado,22502371,0.19,248,28,106,26777821.49,Cancelada
745,2013-05-25,00:00:00,1,229239675,Crédito,195481445,0.19,397,12,119,232622919.54999998,Pendiente
746,2020-08-18,00:00:00,1,247393456,Crédito,226562973,0.19,301,14,63,269609937.87,Cancelada
747,2020-03-27,00:00:00,1,176849601,Crédito,184424174,0.19,383,48,74,219464767.06,Pendiente
748,2012-10-18,00:00:00,1,247393456,Transferencia,34846389,0.19,358,45,118,41467202.91,Cancelada
749,2016-05-30,00:00:00,1,250693250,Transferencia,449517222,0.19,35,33,133,534925494.17999995,Pagada
750,2025-03-04,00:00:00,1,164203225,Contado,324984904,0.19,500,43,88,386732035.76,Pagada
751,2020-05-04,00:00:00,1,363562713,Transferencia,322454120,0.19,382,38,53,383720402.8,Pendiente
752,2024-09-12,00:00:00,1,113656013,Crédito,221238553,0.19,117,39,103,263273878.07,Pendiente
753,2013-09-12,00:00:00,1,156628199,Crédito,481364649,0.19,428,19,138,572823932.31,Pagada
754,2016-01-28,00:00:00,1,88508120,Contado,57253059,0.19,337,38,137,68131140.21,Cancelada
755,2018-02-23,00:00:00,1,429330858,Crédito,112552765,0.19,479,37,28,133937790.35,Cancelada
756,2018-01-13,00:00:00,1,101500954,Transferencia,121190552,0.19,468,8,98,144216756.88,Pendiente
757,2016-11-26,00:00:00,1,222888276,Transferencia,361708540,0.19,400,40,75,430433162.59999996,Pendiente
758,2008-01-02,00:00:00,1,164203225,Transferencia,353328329,0.19,254,29,137,420460711.51,Pendiente
759,2024-04-15,00:00:00,1,408770151,Crédito,287469817,0.19,286,1,8,342089082.22999996,Cancelada
760,2008-10-10,00:00:00,1,235193737,Contado,117595993,0.19,395,5,68,139939231.67,Pagada
761,2014-05-19,00:00:00,1,145593186,Crédito,307340824,0.19,235,46,75,365735580.56,Pendiente
762,2021-05-12,00:00:00,1,257467980,Contado,137238569,0.19,199,17,81,163313897.10999998,Pendiente
763,2008-05-13,00:00:00,1,456796495,Transferencia,205353590,0.19,165,11,3,244370772.1,Pendiente
764,2019-08-11,00:00:00,1,336206761,Transferencia,72058106,0.19,329,28,43,85749146.14,Pagada
765,2011-01-11,00:00:00,1,44989397,Transferencia,488203562,0.19,189,43,132,580962238.78,Pendiente
766,2014-10-08,00:00:00,1,44470638,Crédito,386780049,0.19,102,9,101,460268258.31,Cancelada
767,2008-02-23,00:00:00,1,191506783,Transferencia,103038451,0.19,461,2,3,122615756.69,Pagada
768,2014-09-26,00:00:00,1,371937718,Contado,341971312,0.19,22,14,84,406945861.28,Pendiente
769,2012-12-22,00:00:00,1,113656013,Crédito,220880076,0.19,19,30,44,262847290.44,Pagada
770,2012-10-25,00:00:00,1,392216717,Contado,328155856,0.19,232,4,31,390505468.64,Pagada
771,2015-01-23,00:00:00,1,326511991,Transferencia,114987650,0.19,97,33,9,136835303.5,Pagada
772,2008-06-26,00:00:00,1,227009349,Crédito,498586470,0.19,2,30,42,593317899.3,Pagada
773,2025-04-21,00:00:00,1,486592738,Crédito,256597715,0.19,293,35,103,305351280.84999996,Cancelada
774,2023-06-21,00:00:00,1,88470798,Crédito,399228199,0.19,182,11,36,475081556.81,Pendiente
775,2014-03-10,00:00:00,1,81504504,Contado,474178324,0.19,9,7,118,564272205.56,Pagada
776,2020-06-01,00:00:00,1,495127528,Transferencia,492270279,0.19,341,6,11,585801632.01,Cancelada
777,2019-06-20,00:00:00,1,227009349,Crédito,434455544,0.19,479,27,102,517002097.35999995,Cancelada
778,2020-06-23,00:00:00,1,230356642,Transferencia,115290299,0.19,191,4,103,137195455.81,Pendiente
779,2020-10-18,00:00:00,1,438513876,Contado,292370037,0.19,333,11,75,347920344.03,Cancelada
780,2020-10-26,00:00:00,1,338759537,Contado,99913103,0.19,174,43,16,118896592.57,Pendiente
781,2011-06-21,00:00:00,1,250693250,Contado,457206985,0.19,213,43,5,544076312.15,Pendiente
782,2010-02-11,00:00:00,1,125980420,Contado,459694834,0.19,384,43,46,547036852.4599999,Pendiente
783,2008-11-05,00:00:00,1,30861158,Crédito,258964705,0.19,429,2,70,308167998.95,Cancelada
784,2018-04-29,00:00:00,1,126749719,Crédito,36289559,0.19,4,41,137,43184575.21,Pagada
785,2015-12-23,00:00:00,1,352423421,Crédito,353978061,0.19,497,43,65,421233892.59,Pendiente
786,2011-07-02,00:00:00,1,44470638,Crédito,40816783,0.19,162,41,92,48571971.769999996,Cancelada
787,2011-02-07,00:00:00,1,19305707,Crédito,308616351,0.19,442,17,134,367253457.69,Pendiente
788,2013-12-10,00:00:00,1,164345849,Transferencia,496866751,0.19,238,7,27,591271433.6899999,Pendiente
789,2016-03-26,00:00:00,1,379016286,Transferencia,446086243,0.19,44,35,57,530842629.16999996,Pendiente
790,2021-01-21,00:00:00,1,227009349,Contado,84576484,0.19,69,6,1,100646015.96,Cancelada
